asset_id,category,session,unit,block,resource_title,original_basename,local_path,source_relative_path,official_url,provenance,year,file_format,pages,bytes,sha256
courseware-image-24cc4df481ab-5fdff314,courseware_image,19,2,2.8.4,isomorphism video 3,isomorphism_video_3.png,09_Courseware_Images/structures/tp7-2/vertical-206635abfb7b/isomorphism_video_3.png,contents/structures/tp7-2/vertical-206635abfb7b/isomorphism_video_3.png,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-2/vertical-206635abfb7b/isomorphism_video_3.png,Official MIT OCW Spring 2015 course package,2015,png,,14648,24cc4df481ab16b36b9feb0d80e94517dcc96a3112eed8dc6c714bf6ff79b3ce
courseware-image-e1b524a91da7-d3556dea,courseware_image,19,2,2.8.7,prob3b1,prob3b1.gif,09_Courseware_Images/structures/tp7-2/vertical-3c93d1aadcac/prob3b1.gif,contents/structures/tp7-2/vertical-3c93d1aadcac/prob3b1.gif,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-2/vertical-3c93d1aadcac/prob3b1.gif,Official MIT OCW Spring 2015 course package,2015,gif,,2656,e1b524a91da750a15098d4ba775a1fe84e9fb03fe7a4463b0c290f403ce02fa3
courseware-image-a15237c8a6bc-c1aa8f96,courseware_image,19,2,2.8.6,prob3a1,prob3a1.gif,09_Courseware_Images/structures/tp7-2/vertical-b30a643c515e/prob3a1.gif,contents/structures/tp7-2/vertical-b30a643c515e/prob3a1.gif,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-2/vertical-b30a643c515e/prob3a1.gif,Official MIT OCW Spring 2015 course package,2015,gif,,2582,a15237c8a6bc94fe082c6b616fc2cc72108058d0dc4683903739558074748bf2
courseware-image-d7e40d999c24-551db7bd,courseware_image,20,2,2.9.6,prob5,prob5.gif,09_Courseware_Images/structures/tp7-3/vertical-c79a8bf5b197/prob5.gif,contents/structures/tp7-3/vertical-c79a8bf5b197/prob5.gif,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp7-3/vertical-c79a8bf5b197/prob5.gif,Official MIT OCW Spring 2015 course package,2015,gif,,2142,d7e40d999c24716bfd0cdde2a4ac03a59c64c4aa07d2fff135249700caef15da
courseware-image-1606522dc05f-939dc204,courseware_image,21,2,2.10.7,pp5prob2a,pp5prob2a.gif,09_Courseware_Images/structures/tp8-1/vertical-7bacea60d91e/pp5prob2a.gif,contents/structures/tp8-1/vertical-7bacea60d91e/pp5prob2a.gif,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp8-1/vertical-7bacea60d91e/pp5prob2a.gif,Official MIT OCW Spring 2015 course package,2015,gif,,4541,1606522dc05f68fcc58e77bb236da6400a86a1d574dcd576338e211c9e0fa54b
courseware-image-53fea26826c4-795f951b,courseware_image,21,2,2.10.7,pp5prob2b,pp5prob2b.gif,09_Courseware_Images/structures/tp8-1/vertical-7bacea60d91e/pp5prob2b.gif,contents/structures/tp8-1/vertical-7bacea60d91e/pp5prob2b.gif,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp8-1/vertical-7bacea60d91e/pp5prob2b.gif,Official MIT OCW Spring 2015 course package,2015,gif,,4154,53fea26826c47a6bf14e29b3de010dfbd83590823ef4adaf90f31105dc02ce5e
courseware-image-4f378959b0dd-f3cb30ab,courseware_image,21,2,2.10.7,pp5prob2c,pp5prob2c.gif,09_Courseware_Images/structures/tp8-1/vertical-7bacea60d91e/pp5prob2c.gif,contents/structures/tp8-1/vertical-7bacea60d91e/pp5prob2c.gif,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp8-1/vertical-7bacea60d91e/pp5prob2c.gif,Official MIT OCW Spring 2015 course package,2015,gif,,4940,4f378959b0dd83b06920b56d4ad365b83261b0da524d514470ba26d2bcb06492
courseware-image-698a61c70db4-2d91d9f1,courseware_image,21,2,2.10.7,pp5prob2d,pp5prob2d.gif,09_Courseware_Images/structures/tp8-1/vertical-7bacea60d91e/pp5prob2d.gif,contents/structures/tp8-1/vertical-7bacea60d91e/pp5prob2d.gif,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/tp8-1/vertical-7bacea60d91e/pp5prob2d.gif,Official MIT OCW Spring 2015 course package,2015,gif,,4389,698a61c70db48d8ac17d327a18387ea9090cf52431843992f0866314c41c6b2c
courseware-image-3bd4121f4de8-a5359e51,courseware_image,22,2,2.11.11,prob6a,prob6a.GIF,09_Courseware_Images/structures/stable-matching/bipartite-graphs-5/prob6a.GIF,contents/structures/stable-matching/bipartite-graphs-5/prob6a.GIF,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/stable-matching/bipartite-graphs-5/prob6a.GIF,Official MIT OCW Spring 2015 course package,2015,gif,,1735,3bd4121f4de89f61d97cc67d5557be94def7b7e3050e630b50fd8d0eef7e46fa
courseware-image-4c801d877c73-cee96326,courseware_image,22,2,2.11.11,prob6b,prob6b.GIF,09_Courseware_Images/structures/stable-matching/bipartite-graphs-5/prob6b.GIF,contents/structures/stable-matching/bipartite-graphs-5/prob6b.GIF,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/stable-matching/bipartite-graphs-5/prob6b.GIF,Official MIT OCW Spring 2015 course package,2015,gif,,1991,4c801d877c7308a4d107357ba46eead56629b7ef3867cd14717c5388c79982f9
courseware-image-b92ba8ca665a-daa56fca,courseware_image,22,2,2.11.11,prob6c,prob6c.GIF,09_Courseware_Images/structures/stable-matching/bipartite-graphs-5/prob6c.GIF,contents/structures/stable-matching/bipartite-graphs-5/prob6c.GIF,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/structures/stable-matching/bipartite-graphs-5/prob6c.GIF,Official MIT OCW Spring 2015 course package,2015,gif,,1986,b92ba8ca665aea826b60f30d598b012a62c00937ece9cf446644e21616c6ab79
courseware-image-a7d4fe344269-d064366d,courseware_image,28,4,4.1.2,socks and shoes tree,socks_and_shoes_tree.jpg,09_Courseware_Images/probability/tp11-2/vertical-dcc88d262213/socks_and_shoes_tree.jpg,contents/probability/tp11-2/vertical-dcc88d262213/socks_and_shoes_tree.jpg,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/probability/tp11-2/vertical-dcc88d262213/socks_and_shoes_tree.jpg,Official MIT OCW Spring 2015 course package,2015,jpg,,129385,a7d4fe344269c2fcf211fe6426d6ae3e06fa2f144e739e3886a33755e5353118
courseware-image-e9f2eb39de21-aceba9cf,courseware_image,35,4,4.8.4,random walk,random_walk.jpg,09_Courseware_Images/probability/random-walks-pagerank/random-walks-0/random_walk.jpg,contents/probability/random-walks-pagerank/random-walks-0/random_walk.jpg,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/probability/random-walks-pagerank/random-walks-0/random_walk.jpg,Official MIT OCW Spring 2015 course package,2015,jpg,,63922,e9f2eb39de21011b835f54c0c0f6b351c5ddc8d9923ea275e0280c0bbca344cf
courseware-image-e9f2eb39de21-792c05cd,courseware_image,35,4,4.8.5,random walk,random_walk.jpg,09_Courseware_Images/probability/random-walks-pagerank/random-walks-cont/random_walk.jpg,contents/probability/random-walks-pagerank/random-walks-cont/random_walk.jpg,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/probability/random-walks-pagerank/random-walks-cont/random_walk.jpg,Official MIT OCW Spring 2015 course package,2015,jpg,,63922,e9f2eb39de21011b835f54c0c0f6b351c5ddc8d9923ea275e0280c0bbca344cf
midterm-2,exam,16,2,,Midterm 2,MIT6_042JS15_midterm2.pdf,07_Exams/MIT6_042JS15_midterm2.pdf,contents/exams/MIT6_042JS15_midterm2.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/exams/MIT6_042JS15_midterm2.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,8,230840,9672f3cc35c6e72cf541ee8839302b60c570d133efc07e973b4632686ce95fff
midterm-3,exam,24,3,,Midterm 3,MIT6_042JS15_midterm3.pdf,07_Exams/MIT6_042JS15_midterm3.pdf,contents/exams/MIT6_042JS15_midterm3.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/exams/MIT6_042JS15_midterm3.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,8,704884,1cc46956aa6a2eb840b223cb6d7267314bfe11e03eff2c1360268a51cc6722a7
final-exam,exam,35,4,,Final Exam,MIT6_042JS15_finalexam.pdf,07_Exams/MIT6_042JS15_finalexam.pdf,contents/exams/MIT6_042JS15_finalexam.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/exams/MIT6_042JS15_finalexam.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,14,292827,a0b0ebb14be62481fd49884d7356ae9973179723263304dd60561dac3f4771b2
midterm-1,exam,8,1,,Midterm 1,MIT6_042JS15_midterm1.pdf,07_Exams/MIT6_042JS15_midterm1.pdf,contents/exams/MIT6_042JS15_midterm1.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/exams/MIT6_042JS15_midterm1.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,7,211646,3d7e2f3af769270e3c91791fee16c2beeec0ecd820be056d6d0b59ec46f53ca6
in-class-S01,in_class_questions,1,1,,Session 1 In-Class Questions,MIT6_042JS15_cp1.pdf,05_In_Class_Questions/MIT6_042JS15_cp1.pdf,contents/in-class-questions/MIT6_042JS15_cp1.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp1.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,4,204988,f6eebcc267638f88063c86112e63032ab25d41535bcfdc1aa20617af778c86ad
in-class-S10,in_class_questions,10,1,,Session 10 In-Class Questions,MIT6_042JS15_cp10.pdf,05_In_Class_Questions/MIT6_042JS15_cp10.pdf,contents/in-class-questions/MIT6_042JS15_cp10.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp10.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,5,262650,a3c4980db0405d42f516af75c36c211faa821022d2bc60a4a08741b24062a11e
in-class-S11,in_class_questions,11,1,,Session 11 In-Class Questions,MIT6_042JS15_cp11.pdf,05_In_Class_Questions/MIT6_042JS15_cp11.pdf,contents/in-class-questions/MIT6_042JS15_cp11.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp11.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,250185,6f7f0892ce134fe60948c1abe822d9de874fa80fe4466e28573c3bec5a68af48
in-class-S12,in_class_questions,12,2,,Session 12 In-Class Questions,MIT6_042JS15_cp12.pdf,05_In_Class_Questions/MIT6_042JS15_cp12.pdf,contents/in-class-questions/MIT6_042JS15_cp12.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp12.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,215608,c53ea5963536f494f1571223c08365d6196d91cde1eed5b2399e701d3f7a10d2
in-class-S13,in_class_questions,13,2,,Session 13 In-Class Questions,MIT6_042JS15_cp13.pdf,05_In_Class_Questions/MIT6_042JS15_cp13.pdf,contents/in-class-questions/MIT6_042JS15_cp13.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp13.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,225061,3d2d4c8c23770b27572dc0195e845e698e7a898eae8c125c4e383e69c680c930
in-class-S14,in_class_questions,14,2,,Session 14 In-Class Questions,MIT6_042JS15_cp14.pdf,05_In_Class_Questions/MIT6_042JS15_cp14.pdf,contents/in-class-questions/MIT6_042JS15_cp14.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp14.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,2,194026,82754c527ba234814687f617a6bd51102627aa8408726f1dd1c17cb548993cfe
in-class-S15,in_class_questions,15,2,,Session 15 In-Class Questions,MIT6_042JS15_cp15.pdf,05_In_Class_Questions/MIT6_042JS15_cp15.pdf,contents/in-class-questions/MIT6_042JS15_cp15.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp15.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,4,221711,3280f162c4b27ffeee57666baf37286a124cfd0cf072a3bc8ca9bf383fd699ad
in-class-S16,in_class_questions,16,2,,Session 16 In-Class Questions,MIT6_042JS15_cp16.pdf,05_In_Class_Questions/MIT6_042JS15_cp16.pdf,contents/in-class-questions/MIT6_042JS15_cp16.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp16.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,226349,bc25610de63a8f6bab48b9345792f456b0cc6026e121ce84cd82196e5258218a
in-class-S17,in_class_questions,17,2,,Session 17 In-Class Questions,MIT6_042JS15_cp17.pdf,05_In_Class_Questions/MIT6_042JS15_cp17.pdf,contents/in-class-questions/MIT6_042JS15_cp17.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp17.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,5,217650,cfb35659156304bf3d186dbd1ecba80e3a32ff162d391ab09aad665461f1279c
in-class-S18,in_class_questions,18,2,,Session 18 In-Class Questions,MIT6_042JS15_cp18.pdf,05_In_Class_Questions/MIT6_042JS15_cp18.pdf,contents/in-class-questions/MIT6_042JS15_cp18.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp18.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,214783,a515cb9cf4a98d08e44b54bc44bd9ec53616fd7f292dc1012d06a99a78a8485b
in-class-S19,in_class_questions,19,2,,Session 19 In-Class Questions,MIT6_042JS15_cp19.pdf,05_In_Class_Questions/MIT6_042JS15_cp19.pdf,contents/in-class-questions/MIT6_042JS15_cp19.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp19.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,201186,78968e0f7a7cc8794d5f8ca14943041f4cd91df931008cd89f47676f4337cd85
in-class-S02,in_class_questions,2,1,,Session 2 In-Class Questions,MIT6_042JS15_cp2.pdf,05_In_Class_Questions/MIT6_042JS15_cp2.pdf,contents/in-class-questions/MIT6_042JS15_cp2.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp2.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,230837,46aee40983d3eae34d56ae375142e7b39821317f3021fde60a64eed33c675f03
in-class-S20,in_class_questions,20,2,,Session 20 In-Class Questions,MIT6_042JS15_cp20.pdf,05_In_Class_Questions/MIT6_042JS15_cp20.pdf,contents/in-class-questions/MIT6_042JS15_cp20.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp20.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,4,798758,5a6eacfaf1ce9fc6ed6c251fe783be58a2bd70b880e0e91959d4565b6dc3c8dc
in-class-S21,in_class_questions,21,2,,Session 21 In-Class Questions,MIT6_042JS15_cp21.pdf,05_In_Class_Questions/MIT6_042JS15_cp21.pdf,contents/in-class-questions/MIT6_042JS15_cp21.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp21.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,203055,387a6b77c0b00fdb4c043529f6facde5f2e7930be963484e0701b96e84a97e9e
in-class-S22,in_class_questions,22,2,,Session 22 In-Class Questions,MIT6_042JS15_cp22.pdf,05_In_Class_Questions/MIT6_042JS15_cp22.pdf,contents/in-class-questions/MIT6_042JS15_cp22.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp22.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,180571,bc993c7230aafb90e91674bf4e1d3b479e22e937f03837766f92d18535855e3c
in-class-S23,in_class_questions,23,3,,Session 23 In-Class Questions,MIT6_042JS15_cp23.pdf,05_In_Class_Questions/MIT6_042JS15_cp23.pdf,contents/in-class-questions/MIT6_042JS15_cp23.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp23.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,216006,472bfc0636cc3e602a8fb1af7e3228667199e1891973e1b6dcbd0cd739481ef2
in-class-S24,in_class_questions,24,3,,Session 24 In-Class Questions,MIT6_042JS15_cp24.pdf,05_In_Class_Questions/MIT6_042JS15_cp24.pdf,contents/in-class-questions/MIT6_042JS15_cp24.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp24.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,229950,27f1760754fb9c5a75acffb114b446a97f30ad64f76d70f2789af91a11d24e6e
in-class-S25,in_class_questions,25,3,,Session 25 In-Class Questions,MIT6_042JS15_cp25.pdf,05_In_Class_Questions/MIT6_042JS15_cp25.pdf,contents/in-class-questions/MIT6_042JS15_cp25.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp25.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,255424,46825a62f7052da76aa1e3fc232d00e7e30fc24af2b0c52475c5b50b50957012
in-class-S26,in_class_questions,26,3,,Session 26 In-Class Questions,MIT6_042JS15_cp26.pdf,05_In_Class_Questions/MIT6_042JS15_cp26.pdf,contents/in-class-questions/MIT6_042JS15_cp26.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp26.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,4,213933,3c245b37f8909e6e8092b7b0205892f4b8c0162baab67a42a0333a8885d92d84
in-class-S27,in_class_questions,27,3,,Session 27 In-Class Questions,MIT6_042JS15_cp27.pdf,05_In_Class_Questions/MIT6_042JS15_cp27.pdf,contents/in-class-questions/MIT6_042JS15_cp27.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp27.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,134117,7b8e1a8b235054cbfd4901dad1196004d80f91f7c523ad605c8b17e7455b983d
in-class-S28,in_class_questions,28,4,,Session 28 In-Class Questions,MIT6_042JS15_cp28.pdf,05_In_Class_Questions/MIT6_042JS15_cp28.pdf,contents/in-class-questions/MIT6_042JS15_cp28.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp28.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,4,239139,db4817eca3eaca64d81e1c8a04db25806c59b363cb1f30f569e729e1866e4d0c
in-class-S29,in_class_questions,29,4,,Session 29 In-Class Questions,MIT6_042JS15_cp29.pdf,05_In_Class_Questions/MIT6_042JS15_cp29.pdf,contents/in-class-questions/MIT6_042JS15_cp29.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp29.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,205199,1cb805997ecb8f83ba329832d9b4bf3c1a5fa6e3c588f5a62a8360bc39e47c04
in-class-S03,in_class_questions,3,1,,Session 3 In-Class Questions,MIT6_042JS15_cp3.pdf,05_In_Class_Questions/MIT6_042JS15_cp3.pdf,contents/in-class-questions/MIT6_042JS15_cp3.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp3.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,221965,1369197460233b1b1dff8ac3009d48a3d38d94c6df33b7cc21ba5ca9caae1e8c
in-class-S30,in_class_questions,30,4,,Session 30 In-Class Questions,MIT6_042JS15_cp30.pdf,05_In_Class_Questions/MIT6_042JS15_cp30.pdf,contents/in-class-questions/MIT6_042JS15_cp30.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp30.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,4,202958,a9c63b5d6139a87dc78dfe65721995639df9fc940483839f53b5371c84ec2621
in-class-S31,in_class_questions,31,4,,Session 31 In-Class Questions,MIT6_042JS15_cp31.pdf,05_In_Class_Questions/MIT6_042JS15_cp31.pdf,contents/in-class-questions/MIT6_042JS15_cp31.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp31.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,220049,d1f43cd50ea3509d3d3c66613252efa8372b0f1d4642ca20c194855ec1490d84
in-class-S32,in_class_questions,32,4,,Session 32 In-Class Questions,MIT6_042JS15_cp32.pdf,05_In_Class_Questions/MIT6_042JS15_cp32.pdf,contents/in-class-questions/MIT6_042JS15_cp32.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp32.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,204670,d52ea17d754978687cb0da4e841b97227b046b65eabc62426b3eb72edb809ff8
in-class-S33,in_class_questions,33,4,,Session 33 In-Class Questions,MIT6_042JS15_cp33.pdf,05_In_Class_Questions/MIT6_042JS15_cp33.pdf,contents/in-class-questions/MIT6_042JS15_cp33.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp33.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,4,243037,3651ae59179fb8c3309325b60d093242ed8beebf1f3600887a8283df93581d24
in-class-S34,in_class_questions,34,4,,Session 34 In-Class Questions,MIT6_042JS15_cp34.pdf,05_In_Class_Questions/MIT6_042JS15_cp34.pdf,contents/in-class-questions/MIT6_042JS15_cp34.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp34.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,4,272976,893703b2bfbcd8bf12e4dba7151038463e128c546dd34701e31d062cc4f34931
in-class-S35,in_class_questions,35,4,,Session 35 In-Class Questions,MIT6_042JS15_cp35.pdf,05_In_Class_Questions/MIT6_042JS15_cp35.pdf,contents/in-class-questions/MIT6_042JS15_cp35.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp35.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,277380,1d03abf86a07682ba4e98ba2331813261fe8e3ad35057a1c588b0aa53cd8279a
in-class-S04,in_class_questions,4,1,,Session 4 In-Class Questions,MIT6_042JS15_cp4.pdf,05_In_Class_Questions/MIT6_042JS15_cp4.pdf,contents/in-class-questions/MIT6_042JS15_cp4.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp4.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,219931,64af6374819c97488488106ae8c7d47d80011efb08b666d510fb66916bf0f11a
in-class-S05,in_class_questions,5,1,,Session 5 In-Class Questions,MIT6_042JS15_cp5.pdf,05_In_Class_Questions/MIT6_042JS15_cp5.pdf,contents/in-class-questions/MIT6_042JS15_cp5.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp5.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,213818,eccfe7429e4545e0a429de01b97bc8b5765e3645287a5f4e67f7b18decccf855
in-class-S06,in_class_questions,6,1,,Session 6 In-Class Questions,MIT6_042JS15_cp6.pdf,05_In_Class_Questions/MIT6_042JS15_cp6.pdf,contents/in-class-questions/MIT6_042JS15_cp6.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp6.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,227940,15d80404868b9058940b6e4928cda151c1b821e8f316be52a05b82c66e6fa729
in-class-S07,in_class_questions,7,1,,Session 7 In-Class Questions,MIT6_042JS15_cp7.pdf,05_In_Class_Questions/MIT6_042JS15_cp7.pdf,contents/in-class-questions/MIT6_042JS15_cp7.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp7.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,3,215271,aa94d95b9d7807b23e2c7890e4ca4b930d7d58d75107f4e9d68b6b8bd8265b46
in-class-S08,in_class_questions,8,1,,Session 8 In-Class Questions,MIT6_042JS15_cp8.pdf,05_In_Class_Questions/MIT6_042JS15_cp8.pdf,contents/in-class-questions/MIT6_042JS15_cp8.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp8.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,2,208135,cb03fbad379f4022f9afc7c704f541fc1e516d9802d1c909548be6c45f513207
in-class-S09,in_class_questions,9,1,,Session 9 In-Class Questions,MIT6_042JS15_cp9.pdf,05_In_Class_Questions/MIT6_042JS15_cp9.pdf,contents/in-class-questions/MIT6_042JS15_cp9.pdf,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015/in-class-questions/MIT6_042JS15_cp9.pdf,Official MIT OCW Spring 2015 course package,2015,pdf,5,233097,543141419bfede1e3b369e7c561d99c3016e45ca63aacec40f0f330030a83213
